city,municipality,lat,lng
Madängsholm,Tidaholms kommun,58.1493476,13.9178435
Magra,Alingsås kommun,58.1136306,12.620305
Mala,Hässleholms kommun,56.2396475,13.7086516
Malmberget,Gällivare kommun,67.1736529,20.6545165
Malmberget östra,Gällivare kommun,67.1736529,20.6545165
Malmbäck,Nässjö kommun,57.5781694,14.4641901
Malmen,Västerås kommun,59.66702100000001,16.6194316
Malmköping,Flens kommun,59.132406,16.729194
Malmslätt,Linköpings kommun,58.4146019,15.5202618
Malmö,Malmö kommun,55.604981,13.003822
Malmön,Sotenäs kommun,58.3456844,11.343897
Malsta,Norrtälje kommun,59.77049269999999,18.6331494
Malung,Malung-Sälens kommun,60.686372,13.720966
Malungsfors,Malung-Sälens kommun,60.7343754,13.5576468
Malå,Malå kommun,65.18512,18.74907
Mantorp,Mjölby kommun,58.3509626,15.2850856
Marbystrand,Norrköpings kommun,58.5478149,16.5037385
Marbäck,Ulricehamns kommun,57.7401023,13.4196967
Margretetorp,Ängelholms kommun,56.3349148,12.8930108
Mariannelund,Eksjö kommun,57.6165963,15.5735249
Marieby,Östersunds kommun,63.12665999999999,14.69623
Mariefred,Strängnäs kommun,59.26203809999999,17.22311
Marieholm,Eslövs kommun,55.8630742,13.150014
Marielund,Uppsala kommun,59.8415869,17.8727911
Marielund,Strängnäs kommun,59.25053690000001,17.1812828
Mariestad,Mariestads kommun,58.7101119,13.8213327
Markaryd,Markaryds kommun,56.4617744,13.5962744
Marma,Älvkarleby kommun,60.49550179999999,17.4249172
Marmaskogen,Söderhamns kommun,61.27891469999999,16.8989179
Marmaverken,Söderhamns kommun,61.269745,16.866007
Marmorbyn,Vingåkers kommun,59.04606829999999,16.0698535
Marstrand,Kungälvs kommun,57.8884502,11.5967453
Matfors,Sundsvalls kommun,62.34709139999999,17.0206621
Medle,Skellefteå kommun,64.7392048,20.7333683
Medåker,Arboga kommun,59.4529809,15.7537822
Mehedeby,Tierps kommun,60.4434267,17.4077722
Mellansel,Örnsköldsviks kommun,63.4279068,18.3089418
Mellbystrand,Laholms kommun,56.5046038,12.9471579
Mellerud,Melleruds kommun,58.7025681,12.4518424
Mellösa,Flens kommun,59.10059589999999,16.5624079
Merlänna,Strängnäs kommun,59.2811539,16.9811485
Mjällby,Sölvesborgs kommun,56.0466602,14.6831182
Mjällom,Kramfors kommun,62.98592969999999,18.4316649
Mjöbäck,Svenljunga kommun,57.3134435,12.876799
Mjöhult,Höganäs kommun,56.17714700000001,12.6775034
Mjölby,Mjölby kommun,58.3226908,15.1335348
Mjönäs,Hagfors kommun,59.87470810000001,13.5587775
Mockfjärd,Gagnefs kommun,60.5068637,14.9599292
Mogata,Söderköpings kommun,58.45175099999999,16.4517021
Mohed,Söderhamns kommun,61.2924711,16.8289108
Moheda,Alvesta kommun,57.0027566,14.5732973
Moholm,Töreboda kommun,58.6050407,14.0423096
Moliden,Örnsköldsviks kommun,63.3806688,18.4442591
Molkom,Karlstads kommun,59.5981209,13.7201437
Mollösund,Orusts kommun,58.0733793,11.4734342
Mora,Mora kommun,61.004878,14.537003
Morgongåva,Heby kommun,59.9330873,16.9633104
Morup,Falkenbergs kommun,56.9812007,12.3961751
Motala,Motala kommun,58.5380335,15.0470936
Mullhyttan,Lekebergs kommun,59.1521702,14.6881714
Mullsjö,Mullsjö kommun,57.9165989,13.8773174
Munga,Västerås kommun,59.74629319999999,16.5231646
Munka-Ljungby,Ängelholms kommun,56.2573385,12.9704446
Munkedal,Munkedals kommun,58.47150509999999,11.6801923
Munkfors,Munkfors kommun,59.79531,13.3757
Munktorp,Köpings kommun,59.53277929999999,16.1337585
Muskö,Haninge kommun,58.99802149999999,18.1344618
Myckle,Skellefteå kommun,64.75323689999999,20.8726941
Myresjö,Vetlanda kommun,57.38346439999999,14.9598058
Myrviken,Bergs kommun,62.9992031,14.3395854
Målerås,Nybro kommun,56.9147405,15.5692751
Målilla,Hultsfreds kommun,57.3891396,15.8162213
Målsta,Östersunds kommun,63.1548907,14.4988506
Månkarbo,Tierps kommun,60.2267574,17.4645615
Måttsund,Luleå kommun,65.5371502,21.9159448
Märsta,Sigtuna kommun,59.6196463,17.8555094
Märsön,Enköpings kommun,59.5191537,17.0046421
Möklinta,Sala kommun,60.0828979,16.5461366
Mölle,Höganäs kommun,56.2821904,12.5021241
Mölltorp,Karlsborgs kommun,58.4963375,14.4140754
Mölnbo,Södertälje kommun,59.04784,17.42373
Mölnlycke,Härryda kommun,57.658163,12.118993
Mönsterås,Mönsterås kommun,57.0415797,16.44312
Mörarp,Helsingborgs kommun,56.0582236,12.8798087
Mörbylånga,Mörbylånga kommun,56.5237566,16.3869163
Mörlunda,Hultsfreds kommun,57.32104990000001,15.8635239
Mörrum,Karlshamns kommun,56.1938314,14.748156
Mörsil,Åre kommun,63.30797519999999,13.663175
Naglarby,Säters kommun,60.42048920000001,15.5721892
Nedansjö,Sundsvalls kommun,62.37731669999999,16.8409572
Nedre Gärdsjö,Rättviks kommun,60.9339652,15.2196352
Nibble,Södertälje kommun,59.062708,17.62846
Nikkala,Haparanda kommun,65.8017392,23.9191321
Nissafors,Gnosjö kommun,57.35803979999999,13.7371898
Nitta,Ulricehamns kommun,57.8274305,13.1908105
Nittorp,Tranemo kommun,57.5474204,13.488871
Njurundabommen,Sundsvalls kommun,62.26803400000001,17.3739939
Njutånger,Hudiksvalls kommun,61.6145874,17.0497133
Nolsjö,Österåkers kommun,59.532222,18.616667
Nolvik,Göteborgs kommun,57.77690279999999,11.8371763
Nora,Nora kommun,59.51920639999999,15.0378667
Norberg,Norbergs kommun,60.06504200000001,15.923796
Nordanå,Staffanstorps kommun,55.6235876,13.123203
Nordanö,Avesta kommun,60.1485569,16.2367605
Nordingrå,Kramfors kommun,62.9297115,18.2920615
Nordkroken,Vänersborgs kommun,58.38333300000001,12.4
Nordmaling,Nordmalings kommun,63.5671062,19.5050216
Nordvära och Källstorp,Varbergs kommun,57.266667,12.183333
Nordöstra Göteborg,Göteborgs kommun,57.74079,11.94655
Norje,Sölvesborgs kommun,56.12537,14.67962
Norr Amsberg,Borlänge kommun,60.5300007,15.351445
Norra Bro,Örebro kommun,59.22846069999999,15.2504474
Norra Ingaröstrand,Värmdö kommun,59.2788197,18.5071916
Norra Lagnö,Värmdö kommun,59.3547632,18.4111588
Norra Muskö,Haninge kommun,58.99802149999999,18.1344618
Norra Riksten,Botkyrka kommun,59.14483809999999,17.8406582
Norra Rörum,Höörs kommun,56.01628729999999,13.5095013
Norra Vindö,Värmdö kommun,59.3631973,18.6593963
Norra Visby,Region Gotland,57.6599333,18.318327
Norraby,Tranås kommun,58.0514374,15.0061617
Norrbo och Västansjö,Ludvika kommun,60.15854209999999,14.3902347
Norrfjärden,Piteå kommun,65.416667,21.45
Norr-Hede,Härjedalens kommun,62.423666,13.5339816
Norrhult-Klavreström,Uppvidinge kommun,57.13601,15.15923
Norrköping,Norrköpings kommun,58.587745,16.192421
Norrmjöle,Umeå kommun,63.66871140000001,20.1178751
Norrsundet,Gävle kommun,60.93006849999999,17.1410964
Norrtälje,Norrtälje kommun,59.7595841,18.7013584
Norsholm,Norrköpings kommun,58.50593729999999,15.9730765
Norsjö,Norsjö kommun,64.9135093,19.4826413
Nossebro,Essunga kommun,58.18909179999999,12.7200728
Nusnäs,Mora kommun,60.95743400000001,14.6472668
Nya Långenäs,Härryda kommun,57.65,12.166667
Nyborg,Kalix kommun,65.790601,23.186206
Nybro,Nybro kommun,56.7437998,15.9086806
Nybrostrand,Ystads kommun,55.43566999999999,13.95286
Nye,Vetlanda kommun,57.34355089999999,15.2727178
Nyehusen,Kristianstads kommun,55.8537364,14.2182013
Nygård,Lilla Edets kommun,58.0555525,12.2177656
Nygårds hagar,Nykvarns kommun,59.2176294,17.2821301
Nyhagen och Översättra,Österåkers kommun,59.49840649999999,18.3746463
Nyhammar,Ludvika kommun,60.28775270000001,14.9674176
Nykil,Linköpings kommun,58.28832560000001,15.4486313
Nykroppa,Filipstads kommun,59.62326539999999,14.3027897
Nykvarn,Nykvarns kommun,59.178177,17.427816
Nykyrka,Motala kommun,58.6224496,14.9714694
Nyköping,Nyköpings kommun,58.75284389999999,17.0091593
Nyland,Kramfors kommun,63.00667439999999,17.7564249
Nymölla,Bromölla kommun,56.03877499999999,14.468838
Nynäshamn,Nynäshamns kommun,58.90292600000001,17.9465289
Nysättra,Norrtälje kommun,59.8120924,18.8974887
Nälden,Krokoms kommun,63.3491079,14.2521057
Näs,Hallstahammars kommun,59.6132041,16.2294755
Näsbyn,Hudiksvalls kommun,61.815057,16.580442
Nässjö,Nässjö kommun,57.65303549999999,14.6967247
Näsum,Bromölla kommun,56.176038,14.5012825
Näsviken,Hudiksvalls kommun,61.7612907,16.8732569
Näsviken,Strömsunds kommun,63.8484755,15.537801
Näsåker,Sollefteå kommun,63.44420749999999,16.8924228
Nättraby,Karlskrona kommun,56.2011731,15.5365459
Nävekvarn,Nyköpings kommun,58.6304568,16.7977532
Nävragöl,Karlskrona kommun,56.3723901,15.5670252
Nöbbele,Växjö kommun,56.6915671,15.0207566
Nödinge-Nol,Ale kommun,57.9025875,12.0554094
Obbola,Umeå kommun,63.69755499999999,20.3061052
Ockelbo,Ockelbo kommun,60.89178399999999,16.7201873
Odensbacken,Örebro kommun,59.1592734,15.5267453
Odensberg,Falköpings kommun,58.15424540000001,13.4397234
Oknö,Mönsterås kommun,57.0096588,16.5094157
Oleby,Torsby kommun,60.13616949999999,13.0415837
Olofsbo,Falkenbergs kommun,56.9189298,12.3985591
Olofstorp,Göteborgs kommun,57.80150819999999,12.1672431
Olofström,Olofströms kommun,56.277708,14.530938
Olsfors,Bollebygds kommun,57.69238840000001,12.6991509
Olshammar,Askersunds kommun,58.7536282,14.7980293
Onsala,Kungsbacka kommun,57.4134952,12.0206589
Onslunda,Tomelilla kommun,55.598225,14.0501177
Ormaryd,Nässjö kommun,57.66550480000001,14.8306668
Ornäs,Borlänge kommun,60.5095715,15.5410887
Orrefors,Nybro kommun,56.8382325,15.7420197
Orrhammar,Flens kommun,59.08129580000001,16.5561119
Orrviken,Östersunds kommun,63.1074275,14.4347606
Orsa,Orsa kommun,61.1169365,14.6280708
Osby,Osby kommun,56.3815355,13.9929413
Osbyholm,Hörby kommun,55.84921379999999,13.6117994
Oskar-Fredriksborg,Vaxholms kommun,59.39876,18.42905
Oskarshamn,Oskarshamns kommun,57.26569929999999,16.4473984
Oskarström,Halmstads kommun,56.8025533,12.969062
Ostvik,Skellefteå kommun,64.8845766,21.0621446
Otterbäcken,Gullspångs kommun,58.9478203,14.0398912
Oxelösund,Oxelösunds kommun,58.6754851,17.0749546
Oxhalsö,Norrtälje kommun,59.64177109999999,18.9582355
Oxie,Malmö kommun,55.5404,13.098812
Oxnö och Svärdsö,Nynäshamns kommun,58.8711111,17.8327778
Pajala,Pajala kommun,67.21278199999999,23.367392
Parksidan,Ekerö kommun,59.28089199999999,17.8350001
Pauliström,Vetlanda kommun,57.4679356,15.5078893
Persberg,Filipstads kommun,59.7506782,14.2497274
Pershagen,Södertälje kommun,59.15281269999999,17.6546451
Perstorp,Perstorps kommun,56.1386277,13.3939917
Persön,Luleå kommun,65.7385929,22.1882903
Pilgrimstad,Bräcke kommun,62.9559375,15.0424354
Piperskärr,Västerviks kommun,57.7773848,16.6367992
Piteå,Piteå kommun,65.316698,21.4800364
Porjus,Jokkmokks kommun,66.9592437,19.8217729
Prästängen,Arvika kommun,59.6639033,12.5685622
Pukavik,Sölvesborgs kommun,56.1559198,14.6777769
Påarp,Helsingborgs kommun,56.0285616,12.814264
Pålsboda,Hallsbergs kommun,59.0656696,15.3375119
Påläng,Kalix kommun,65.8138714,22.8929771
Påryd,Kalmar kommun,56.5679686,15.9232819
Påskallavik,Oskarshamns kommun,57.1638581,16.4618268
Rabbalshede,Tanums kommun,58.61374129999999,11.470808
Ramdala,Karlskrona kommun,56.1792958,15.7688892
Ramnäs,Surahammars kommun,59.77475990000001,16.1946769
Ramsberg,Lindesbergs kommun,59.7685414,15.2965208
Ramsele,Sollefteå kommun,63.53931369999999,16.4693193
Ramstalund,Uppsala kommun,59.79723899999999,17.4447918
Ramvik,Härnösands kommun,62.81756009999999,17.8619478
Ransta,Sala kommun,59.80998169999999,16.6394127
Rappestad,Linköpings kommun,58.40089750000001,15.4200393
Reftele,Gislaveds kommun,57.1730641,13.5986659
Rejmyre,Finspångs kommun,58.8292852,15.9317977
Rengsjö,Bollnäs kommun,61.36324519999999,16.6127449
Repbäcken,Borlänge kommun,60.51742110000001,15.3379856
Resarö,Vaxholms kommun,59.4312459,18.3483076
Revingeby,Lunds kommun,55.72564819999999,13.4640362
Riala,Norrtälje kommun,59.618112,18.5261038
Riddarhyttan,Skinnskattebergs kommun,59.80851819999999,15.5491974
Rimbo,Norrtälje kommun,59.7436995,18.3601496
Rimforsa,Kinda kommun,58.1368196,15.6812611
Ringarum,Valdemarsviks kommun,58.3327141,16.4462982
Rinkaby,Kristianstads kommun,55.9848416,14.2717326
Rinkabyholm,Kalmar kommun,56.6528567,16.2552848
Risby,Kungälvs kommun,57.8891234,11.8281585
Risögrund,Kalix kommun,65.8088084,23.2447396
Robertsfors,Robertsfors kommun,64.191835,20.84891
Robertsholm,Hofors kommun,60.56762630000001,16.278152
Rockhammar,Lindesbergs kommun,59.5282395,15.4487548
Rockneby,Kalmar kommun,56.8010763,16.3510537
Roknäs,Piteå kommun,65.35,21.2
Rolfstorp,Varbergs kommun,57.14635120000001,12.4558229
Roma,Region Gotland,57.5167172,18.4504773
Romme,Borlänge kommun,60.43333299999999,15.5
Ronneby,Ronneby kommun,56.210434,15.2760229
Ronnebyhamn,Ronneby kommun,56.1729772,15.2807113
Rosenfors,Hultsfreds kommun,57.36628419999999,15.8381097
Rosenlund,Tranemo kommun,57.52916,13.34462
Rosersberg,Sigtuna kommun,59.5736679,17.8853715
Rossö,Strömstads kommun,58.84370269999999,11.1879835
Rossön,Strömsunds kommun,63.9211985,16.3396832
Rosvik,Piteå kommun,65.4282345,21.6863931
Rot,Älvdalens kommun,61.2594229,14.0393683
Roteberg,Ovanåkers kommun,61.3948556,15.832443
Rottne,Växjö kommun,57.0222025,14.8917539
Rottneros,Sunne kommun,59.7958694,13.1094255
Rud,Hammarö kommun,59.31577679999999,13.5881982
Ruda,Högsby kommun,57.1111357,16.1009853
Rundvik,Nordmalings kommun,63.5411754,19.4400412
Runemo,Ovanåkers kommun,61.35514250000001,16.1403984
Runtuna,Nyköpings kommun,58.8676867,17.0681852
Rusksele,Lycksele kommun,64.8140849,18.8756151
Rutvik,Luleå kommun,65.6699545,22.0833483
Rya,Härryda kommun,57.7,12.333333
Ryd,Jönköpings kommun,57.72609079999999,13.86557
Ryd,Tingsryds kommun,56.4626501,14.6938342
Rydaholm,Värnamo kommun,56.9861429,14.3061766
Rydal,Marks kommun,57.55653520000001,12.6918137
Rydbo,Österåkers kommun,59.46416999999999,18.18212
Rydboholm,Borås kommun,57.65492760000001,12.8842624
Rydebäck,Helsingborgs kommun,55.9654926,12.7721976
Rydsgård,Skurups kommun,55.4731275,13.5876839
Rydsnäs,Ydre kommun,57.80072810000001,15.1485088
Rydöbruk,Hylte kommun,56.95910480000001,13.1348858
Rynge och Vallösa,Ystads kommun,55.4859843,13.8462861
Ryssby,Ljungby kommun,56.8649168,14.1654809
Råby,Håbo kommun,59.533333,17.5
Råda,Hagfors kommun,60.0044883,13.5978744
Råneå,Luleå kommun,65.8567851,22.2889188
Rångedala,Borås kommun,57.79086780000001,13.1232433
Rånnaväg,Ulricehamns kommun,57.67592740000001,13.4644202
Rånäs,Norrtälje kommun,59.80173049999999,18.3076859
Rälla,Borgholms kommun,56.7744855,16.570516
Ränneslöv,Laholms kommun,56.4530442,13.0715797
Rätan,Bergs kommun,62.47749589999999,14.5432052
Rättarboda,Upplands-Bro kommun,59.5005908,17.5988842
Rättvik,Rättviks kommun,60.889025,15.123373
Rävemåla,Tingsryds kommun,56.5542751,15.2631534
Rävlanda,Härryda kommun,57.6542227,12.4959831
Röbäck,Umeå kommun,63.808491,20.1992423
Röda holme,Kungsbacka kommun,57.36903700000001,11.9898124
Rödeby,Karlskrona kommun,56.2620008,15.6193129
Rödån,Habo kommun,58.0423139,14.1811177
Röke,Hässleholms kommun,56.2348845,13.5209627
Rönneshytta,Askersunds kommun,58.9200212,15.0553042
Rönnäng,Tjörns kommun,57.93898539999999,11.5817166
Rörtången och Ödsmåls mosse,Kungälvs kommun,57.8891234,11.8281585
Rörvik,Sävsjö kommun,57.2388031,14.5775677
Rörö,Öckerö kommun,57.78214430000001,11.6086275
Röstånga,Svalövs kommun,55.9129296,13.1018168
Sala,Sala kommun,59.9208594,16.606328
Salbohed,Sala kommun,59.91065630000001,16.3475085
Saleby,Lidköpings kommun,58.38198149999999,13.1472286
Saltsjöbaden,Nacka kommun,59.278744,18.3110523
Sandared,Borås kommun,57.7099364,12.7924104
Sandarne,Söderhamns kommun,61.25998180000001,17.1472249
Sandhem,Mullsjö kommun,57.9843745,13.77765
Sandhult,Borås kommun,57.7696401,12.8210885
Sandskogen,Kävlinge kommun,55.76667,12.98333
Sandslån,Kramfors kommun,63.0132103,17.7939415
Sandviken,Södertälje kommun,59.2680745,17.5080043
Sandviken,Sandvikens kommun,60.621607,16.775918
Sangis,Kalix kommun,65.856118,23.4937608
Sankt Olof,Simrishamns kommun,55.63683229999999,14.1313254
Saxdalen,Ludvika kommun,60.150042,14.9806597
Saxnäs,Mörbylånga kommun,56.688176,16.4928719
Saxtorpsskogen,Landskrona kommun,55.8295768,12.9406289
Segersta,Bollnäs kommun,61.27013959999999,16.6403303
Segersäng,Nynäshamns kommun,59.02743669999999,17.9332842
Segmon,Grums kommun,59.2763703,13.04303
Selja,Mora kommun,61.02099999999999,14.45665
Selånger,Sundsvalls kommun,62.41762639999999,17.2233892
Sennan,Halmstads kommun,56.7763613,12.9801842
Seskarö,Haparanda kommun,65.7349339,23.744574
Sexdrega,Svenljunga kommun,57.57861719999999,13.1216674
Sibbhult,Östra Göinge kommun,56.2681512,14.197085
Sibble,Botkyrka kommun,59.11846049999999,17.7437601
Sibo,Bollnäs kommun,61.2158292,16.598739
Sidensjö,Örnsköldsviks kommun,63.294541,18.2985057
Sifferbo,Gagnefs kommun,60.5543255,15.2306795
Signehög och Norrmannebo,Kungälvs kommun,57.9802629,12.1081841
Sigtuna,Sigtuna kommun,59.6191463,17.7234191
Siljansnäs,Leksands kommun,60.777526,14.8606531
Silverdalen,Hultsfreds kommun,57.5438819,15.7461385
Simlångsdalen,Halmstads kommun,56.7212004,13.132116
Simonstorp,Norrköpings kommun,58.7838782,16.1546355
Simrishamn,Simrishamns kommun,55.5573959,14.3489651
Sjuhalla,Karlskrona kommun,56.1869107,15.562288
Sjulsmark,Piteå kommun,65.518945,21.4916382
Sjunnen,Vetlanda kommun,57.4364156,15.1725971
Sjunnerup,Höörs kommun,55.9665384,13.5667343
Sjuntorp,Trollhättans kommun,58.19767539999999,12.2346597
Själsö,Region Gotland,57.6980192,18.3656456
Sjöbo,Sjöbo kommun,55.634822,13.70337
Sjögestad,Linköpings kommun,58.36576479999999,15.3714692
Sjömarken och Viared,Borås kommun,57.7,12.8666699
Sjörröd,Hässleholms kommun,56.142602,13.740763
Sjösa,Nyköpings kommun,58.77621959999999,17.0757049
Sjöskogen och Strand,Uddevalla kommun,58.2839305,11.8350606
Sjötorp,Mariestads kommun,58.8365715,13.9804666
Sjövik,Lerums kommun,57.91540690000001,12.3685714
Skanör med Falsterbo,Vellinge kommun,55.40782309999999,12.8467484
Skara,Skara kommun,58.3860128,13.4393282
Skarpö,Vaxholms kommun,59.4166667,18.3666667
Skattkärr,Karlstads kommun,59.41224800000001,13.6709545
Skattungbyn,Orsa kommun,61.1866825,14.853163
Skavkulla och Skillingenäs,Karlskrona kommun,56.1736935,15.5229151
Skebobruk,Norrtälje kommun,59.9628068,18.6065454
Skebokvarn,Flens kommun,59.06165319999999,16.7109753
Skeda udde,Linköpings kommun,58.2904386,15.5603312
Skedala,Halmstads kommun,56.69402299999999,12.9751248
Skede,Vetlanda kommun,57.4743964,15.1752328
Skedvi kyrkby,Säters kommun,60.4042379,15.8096024
Skee,Strömstads kommun,58.9240866,11.2728434
Skegrie,Trelleborgs kommun,55.4057079,13.0786577
Skelleftehamn,Skellefteå kommun,64.6861026,21.2361263
Skellefteå,Skellefteå kommun,64.750244,20.950917
Skepplanda,Ale kommun,57.9847263,12.2152407
Skeppshult,Gislaveds kommun,57.12744,13.37045
Skeppsvik,Nyköpings kommun,58.62714239999999,16.8207263
Skiftinge,Eskilstuna kommun,59.3914182,16.5421801
Skillingaryd,Vaggeryds kommun,57.43058180000001,14.0938696
Skillinge,Simrishamns kommun,55.474,14.280493
Skinnskatteberg,Skinnskattebergs kommun,59.8260558,15.6915186
Skivarp,Skurups kommun,55.4227644,13.5709737
Skoby,Östhammars kommun,60.03029249999999,18.0245529
Skoghall,Hammarö kommun,59.32462750000001,13.4693947
Skogsby,Mörbylånga kommun,56.6265614,16.51039
Skottorp,Laholms kommun,56.4471222,12.9615445
Skruv,Lessebo kommun,56.6774568,15.3665421
Skultorp,Skövde kommun,58.3419696,13.8257507
Skultuna,Västerås kommun,59.71648150000001,16.4302921
Skumparp,Malmö kommun,55.537251,12.9633043
Skurup,Skurups kommun,55.48045,13.502349
Skutskär,Älvkarleby kommun,60.6255911,17.4135581
Skyttorp,Uppsala kommun,60.076156,17.7429296
Skålö,Vansbro kommun,60.56891289999999,14.2986494
Skånes-Fagerhult,Örkelljunga kommun,56.3715665,13.4654359
Skåne-Tranås,Tomelilla kommun,55.6132875,13.9934407
Skåpafors,Bengtsfors kommun,59.0228147,12.2897982
Skåre,Karlstads kommun,59.4354478,13.4391274
Skällinge,Varbergs kommun,57.18219389999999,12.4691995
Skällåkra och Lingome,Varbergs kommun,57.256373,12.1234727
Skänninge,Mjölby kommun,58.3954378,15.0862189
Skärblacka,Norrköpings kommun,58.5810488,15.9142731
Skärhamn,Tjörns kommun,57.99105739999999,11.5482426
Skärplinge,Tierps kommun,60.47290549999999,17.7597028
Skärstad,Jönköpings kommun,57.8853594,14.3607691
Sköldinge,Katrineholms kommun,59.0310046,16.4460913
Sköllersta,Hallsbergs kommun,59.13648800000001,15.3391517
Skölsta,Uppsala kommun,59.883333,17.7333329
Skövde,Skövde kommun,58.3902782,13.8461208
Slaka,Linköpings kommun,58.36623839999999,15.5587408
Slite,Region Gotland,57.7182365,18.7922808
Slite norra,Region Gotland,57.7182365,18.7922808
Slottsbron,Grums kommun,59.333333,13.1
Slottsskogen,Håbo kommun,59.6912378,17.6147646
Slädaviken och Åssjön,Sundsvalls kommun,62.4433993,17.4767239
Slätthult,Lerums kommun,57.7719298,12.3464941
Slöinge,Falkenbergs kommun,56.8538934,12.6957071
Smedby,Kalmar kommun,56.6735415,16.2434168
Smedjebacken,Smedjebackens kommun,60.1431933,15.4159915
Smedseröd,Uddevalla kommun,58.364036,11.807681
Smedstorp,Tomelilla kommun,55.549901,14.1160985
Smygehamn,Trelleborgs kommun,55.3441005,13.3747583
Smålandsstenar,Gislaveds kommun,57.1597167,13.403521
Smögen,Sotenäs kommun,58.36332429999999,11.2367763
Snogeröd,Höörs kommun,55.839018,13.4966801
Snöveltorp,Söderköpings kommun,58.49890099999999,16.168733
Solberga,Österåkers kommun,59.5020663,18.3592115
Solberga,Nässjö kommun,57.73425909999999,14.7513649
Solberga och Ålem,Mönsterås kommun,56.9667162,16.3997559
Sollebrunn,Alingsås kommun,58.1201119,12.5337439
Sollefteå,Sollefteå kommun,63.1654065,17.277135
Sollerön,Mora kommun,60.9160607,14.6161898
Solvarbo,Säters kommun,60.3892049,15.6650284
Sommen,Tranås kommun,58.1388201,14.9675701
Sonstorp,Finspångs kommun,58.7231392,15.6366245
Sorsele,Sorsele kommun,65.5349378,17.5421752
Sorunda,Nynäshamns kommun,59.0077774,17.8057277
Sparreholm,Flens kommun,59.0704435,16.8303335
Spekeröd,Stenungsunds kommun,58.033333,11.866667
Spillersboda,Norrtälje kommun,59.70378,18.85225
Spjutsbygd,Karlskrona kommun,56.3114824,15.5949291
Spjutstorp,Tomelilla kommun,55.5810312,14.0155224
Spjälkö och Saxemara,Ronneby kommun,56.1609947,15.2197622
Spångsholm,Mjölby kommun,58.3521298,15.2351926
Spånlöt,Österåkers kommun,59.4931782,18.3123551
Staffanstorp,Staffanstorps kommun,55.641065,13.212229
Stallarholmen,Strängnäs kommun,59.3571637,17.2055807
Stare,Strömstads kommun,59.02575659999999,11.297388
Stava,Österåkers kommun,59.4804948,18.2902956
Stavreviken,Timrå kommun,62.5531406,17.4073057
Stavsjö,Nyköpings kommun,58.7268056,16.4286528
Stavsnäs,Värmdö kommun,59.2911887,18.690457
Stehag,Eslövs kommun,55.9009402,13.3947515
Stenared,Göteborgs kommun,57.804642,12.187955
Stenbron,Uppsala kommun,59.85856380000001,17.6389267
Stenhamra,Ekerö kommun,59.3349762,17.6858189
Steninge,Halmstads kommun,56.75795129999999,12.6374501
Steningehöjden,Sigtuna kommun,59.62035110000001,17.7909466
Stenis,Mora kommun,60.94473379999999,14.4604146
Stennäset,Falu kommun,60.635597,15.596144
Stensele,Storumans kommun,65.0649864,17.1598298
Stensjön,Nässjö kommun,57.58219810000001,14.8211592
Stenstorp,Falköpings kommun,58.27400159999999,13.7142087
Stensättra tomtområde,Nykvarns kommun,59.2323581,17.4006578
Stenungsund,Stenungsunds kommun,58.0678388,11.8294346
Stenungsön,Stenungsunds kommun,58.0713243,11.8031727
Sticklinge udde,Lidingö kommun,59.39056299999999,18.1076688
Stigen,Färgelanda kommun,58.566961,12.0641997
Stigtomta,Nyköpings kommun,58.8028181,16.7856411
Stilleryd,Karlshamns kommun,56.1739004,14.8136088
Stjärnhov,Gnesta kommun,59.08163709999999,17.0083698
Stoby,Hässleholms kommun,56.17505019999999,13.828094
Stocka,Nordanstigs kommun,61.89386930000001,17.3308793
Stockamöllan,Eslövs kommun,55.9452395,13.367122
Stockaryd,Sävsjö kommun,57.3196489,14.5937415
Stockholm,Stockholms kommun,59.31706999999999,17.9672428
Stockvik,Sundsvalls kommun,62.3371989,17.3623612
Stora Bugärde,Härryda kommun,57.65570609999999,12.3961363
Stora Frö och Haga Park,Mörbylånga kommun,56.4953215,16.5266404
Stora Herrestad,Ystads kommun,55.4760097,13.8761014
Stora Höga,Stenungsunds kommun,58.0172719,11.8325439
Stora Levene,Vara kommun,58.3266308,12.9202867
Stora Mellby,Alingsås kommun,58.142478,12.5816799
Stora Mellösa,Örebro kommun,59.21193479999999,15.4987715
Stora Vika,Nynäshamns kommun,58.9555502,17.7871845
Storebro,Vimmerby kommun,57.5864655,15.8397223
Storfors,Storfors kommun,59.5332079,14.2722085
Storholmen,Lidingö kommun,59.3973778,18.1373935
Storuman,Storumans kommun,65.0956204,17.1122771
Storvik,Sandvikens kommun,60.58422459999999,16.5293196
Storvreta,Uppsala kommun,59.9601018,17.7041641
Storå,Lindesbergs kommun,59.7131554,15.1401891
Strandskogen Restenäs och Ulvesund,Ljungskile kommun,58.231111,11.879444
Striberg,Nora kommun,59.5453013,14.9369443
Strålsnäs,Boxholms kommun,58.23816060000001,15.0935913
Strångsjö,Katrineholms kommun,58.9039119,16.1928028
Stråssa,Lindesbergs kommun,59.7385888,15.1977009
Strängnäs,Strängnäs kommun,59.37745229999999,17.0321193
Strömma,Värmdö kommun,59.28963640000001,18.5368077
Strömsbruk,Nordanstigs kommun,61.87011909999999,17.3165175
Strömsholm,Hallstahammars kommun,59.5275888,16.2383464
Strömsnäsbruk,Markaryds kommun,56.5480801,13.7329492
Strömstad,Strömstads kommun,58.9383459,11.1791871
